규정명,조항,제목,본문,키워드
공연장 대관 규정,제23조,시설 및 설비 변경 금지,"①대관자는 예울마루의 시설 및 설비를 변경하거나 외부로부터 설비를 반입, 설치할 
경우 예울마루의 사전 승인을 받아야 한다.
②대관자는 사용 완료 즉시 변경된 시설 등을 원상복구시키고 반입 설치한 설비를 철거
하여야 한다. 
③대관자가 원상복구 및 철거를 지연할 경우에는 예울마루가 직접 원상복구하거나 철거 
및 폐기 조치를 취할 수 있으며, 이에 소요되는 경비는 대관자가 부담한다. 
④상기 제3항에 의거 철거 및 폐기 조치 시 발생할 수 있는 대관자가 반입한 설치물의 
손상에 대하여 예울마루는 책임지지 아니 한다.
⑤무대 설치와 관련하여 발생되는 쓰레기는 대관자의 책임 하에 공연 종료 시 반출하여야 
한다.","시설,설비,변경,금지"
공연장 대관 규정,제24조,시설사용,"①대관자는 공연장 객석 및 로비, 무대에 공연과 관련이 없는 어떠한 시설물도 예울마루의 
승인 없이 설치할 수 없다.
②대관자는 대관 기간 중 예울마루의 시설 및 설비에 관하여 선량한 사용자로서의 주의 
의무를 다하며, 화재예방에 최선을 다해야 한다.
③공연 기간 중 판촉, 사인회, 리셉션 등을 개최할 때는 예울마루의 사전 승인을 얻어야 
한다.
④대관자는 대관 기간 중 타 극장의 공연에 방해되는 행위를 하지 않는다.",시설사용
공연장 대관 규정,제25조,관리 의무 및 손해배상,"①대관자가 관리의무를 소홀히 하거나 대관자의 귀책사유로 예울마루의 시설 및 설비 
기타 부속시설(열쇠, 분장실집기, 비품 등)에 대하여 손해를 발생시킨 경우에는 이로 
인하여 발생한 손해를 배상하여야 한다.
②대관자는 예울마루가 정하는 공연장 안전 관리수칙을 준수해야 하며 이를 준수하지 
않은 결과로 야기된 안전사고에 대해서 예울마루 또는 제3자에게 발생한 손해에 대하여 
배상한다.
③사용자가 반입·설치하는 무대 장치나 시설물은 소방법 제11조(특수 장소의 방염)에 
의거 방염성능이 있는 것으로 하여야 한다.
④제3항의 방염성능 물품에 대해서는 방염 필증을 제출하고, 승인을 득 한 후 무대장치 
반입이나 시설을 설치 할 수 있다.
⑤대관기간 중 공연 또는 공연준비, 철수 등과 관련하여 발생한 인적, 물적 손상에 대하여
는 대관자가 이를 배상하여야 하며, 이로 인하여 예울마루가 입은 손해 및 예울마루
가 제3자에게 부담하여야 할 손해배상, 손해보상, 기타 책임에 대하여 전액 배상하여
야 한다. 단, 예울마루에게 고의 중과실이 있거나 대관자에게 귀책사유가 없는 경우는 
예외로 하며 이에 대한 입증책임은 대관자가 진다.

⑥대관자는 공연에 대한 내용이 제3자의 지적재산권 및 기타의 권리를 침해하는 것이 아님
을 보증하며, 공연과 관련된 모든 저작권 문제는 대관자의 책임과 비용으로 해결하여야 
한다.","관리,의무,손해배상"
공연장 대관 규정,제26조,입장권 발권,"①대관자는 지정좌석제(1인 1좌석) 및 입장 연령 제한(만 24개월 이하)을 준수하여야 
하며, 예울마루 발권 시스템을 이용할 수 있고, 이용 수수료는 대관자가 부담한다.
②대관자는 예울마루 회원 제도에 의한 회원 할인을 할 수 있으며, 예울마루는 대관자
에게 회원 제도를 통한 공연의 홍보와 마케팅을 위해 협조할 수 있다.","입장권,발권"
공연장 대관 규정,제27조,입장권 판매,"①대관자는 입장권 발행 시 시안을 예울마루와 사전 협의하여야 하며, 모든 입장권은 
예울마루에서 대관자 책임하에 입장권 검인을 공연 개시 2주 전까지 실시하여야 
한다. 단, 예울마루에서 발행 또는 인정하는 전산 입장권의 경우 사전에 예울마루
의 허가를 받아 검인 과정을 생략할 수 있다. 
②대관자는 입장권 발행 시 예울마루가 요청한 안내사항을 입장권에 명기해야 한다. 
③대관자는 입장권을 추가 또는 초과하여 발행할 수 없으며, 예울마루가 승인하지 않은 
입장권 소지자의 입장을 거부할 수 있다. 또한 예울마루가 승인하지 않은 입장권의 
발행으로 인해 발생하는 모든 문제의 책임은 대관자에게 있으며, 예울마루는 이에 
따른 손해배상을 대관자에게 청구할 수 있다.
④대관자는 공연의 원활한 진행을 위해 입장권 판매/발행 시 예울마루가 정한 유보 좌
석의 티켓을 제외하고 판매(배포) 하여야 하며 유보 좌석의 티켓은 공연 전까지 예울
마루 하우스매니저에게 제출하여야 한다. 유보되는 객석의 수는 매회 대극장  10석, 
소극장 4석이며 유보 좌석은 예울마루가 정한 위치로 한다.
⑤초대권을 포함한 교환권 발행 시에는 예울마루와 사전 협의하여야 하며 지정 좌석권이 
부족할 경우 예울마루는 입장을 거부할 수 있다.
⑥입장권 및 교환권 발행에 따른 문제 발생 시 모든 민·형사상 책임은 대관자에게 있
으며, 필요시 예울마루는 입장을 제한하거나 거부할 수 있다.","입장권,판매"
공연장 대관 규정,제28조,"광고, 홍보물 협의","①대관자는 공연장 로비에 공연과 관련된 홍보 판촉물을 설치하고자 할 때에는 예울마
루의 사전 승인을 얻어야 하며, 공연 협찬사 또는 후원사 등의 상업적인 홍보 판촉물일 
경우는 이에 따른 사용료를 납부하여야 한다.
②대관자는 공연 관련 홍보 보도 자료를 예울마루에 제출하여야 한다.

③대관자는 예울마루 홈페이지를 통한 홍보를 위하여 공연 계약 체결일로부터1개월 
이내에 공연 관련 세부 내용을 홍보 담당자에게 제공하여야 한다.
④대관자는 대관 계약 체결 이전 공연 홍보나 광고를 시작할 수 없다.
⑤대관자는 공연에 필요한 각종 광고, 홍보물 제작 시 예울마루와 사전에 협의하여야 
하며, 예울마루가 규정하는 로고 및 CI 규정에 따라야 한다.","광고,홍보물,협의"
공연장 대관 규정,제29조,방송 및 녹화 등,"①예울마루에서 행해지는 공연 준비 및 공연을 녹화 또는 방송할 때는 예울마루의 승
인을 얻고 정해진 사용료를 납부하여야 하며, 중계 위치, 시설 사항, 촬영범위 등에 
관해서는 예울마루와 사전 협의해야 한다.
②중계로 인해 공연 관람에 방해되는 좌석이 발생할 경우 공연 시작 전 해당 좌석의 
교환 좌석을 준비해 하우스매니저에게 위탁해야 한다.","방송,녹화"
공연장 대관 규정,제30조,규정의 효력,본 규정은 예울마루와 대관자 간의 계약의 일부로 간주되며 계약서와 동일한 효력을 지닌다.,"규정의,효력"
공연장 대관 규정,제31조,규정 외 사항,"본 규정에 정하지 않은 사항과 규정의 해석에 관하여는 예울마루의 관련 규정과 관계법
령 또는 관례에 따른다.","규정,사항"
공연장 대관 규정,제32조,관할법원,"규정에 따른 분쟁이 발생할 경우, GS칼텍스재단 본점 소재지 관할법원을 전속 관할로 한다.",관할법원
공연장 대관 규정,제33조,규정 위반 시의 책임,"규정을 위반함으로써 발생하는 모든 책임은 위반자가 부담하며, 이로 인하여 상대방에게 
손해를 입힐 경우에는 이를 배상해야 한다.","규정,위반,시의,책임"
공연장 대관 규정,제34조,항변권,"① 예울마루의 귀책사유로 인하여 계약을 체결할 수 없거나 공연을 진행할 수 없는 경우, 
대관자는 항변할 수 있다.
② 항변에 따른 사유가 객관적으로 인정되는 경우, 예울마루는 그에 따른 배상 및 그에 
상응하는 조치를 취해야 한다.",항변권
전시실 대관 규정,제1조,목적,"이 규약은 예울마루의 전시실 대관에 따른 원칙을 밝히고, 대관자가 본 규약을 성실히 
준수함으로써 효율적인 전시실 운영과 문화예술 창달 등 소기의 목적을 달성하기 위해 
제정되었다.",목적
전시실 대관 규정,제2조,용어의 정의,"①대관이라 함은 전시 및 이와 관련된 부대행사 등을 위해 소정의 절차를 거쳐 전시
실의 시설 및 설비를 임대하여 사용하는 것을 말한다.
②대관자라 함은 1항의 대관 절차를 통해 예울마루와 계약을 체결한 개인 또는 단체
를 말한다.","용어의,정의"
전시실 대관 규정,제3조,대관의 범위,"이 규약의 적용을 받는 대관시설은 예울마루 전시 공간 및 전시 부대장비이며, 대관은 
전시 및 이와 관련된 부대행사를 대상으로 한다.","대관의,범위"
전시실 대관 규정,제4조,대관의 종류,"①대관은 신청 시기에 따라 정기대관, 수시 대관으로 구분한다.
②정기대관은 차기연도의 전시 일정 확정을 위해 예울마루가 별도로 정하는 기간 내
에 시행하는 대관이다.
③수시 대관은 정기대관 이후 잔여 일정 발생 시 시행되며 사용일로부터 최소 20일 
이전에 이루어진다.","대관의,종류"
전시실 대관 규정,제5조,대관공고,"①예울마루의 사정을 고려하여 정기 대관 및 수시 대관 일정을 정할 수 있다. 단, 정기
대관의 경우 제출마감일 40일 전, 수시대관의 경우 14일 전에 공고한다.
②예울마루는 정기 대관 및 수시대관 일정이 정해지면 예울마루 홈페이지에 대관 접
수 공고문을 게시하는 것을 원칙으로 한다. 단, 필요에 따라 일간지 등 다른 매체를 
통해서도 공고할 수 있다.",대관공고
전시실 대관 규정,제6조,대관신청,"① 제3조의 시설물을 대관 받고자 하는 자(이하 “신청인”이라 한다)는 소정의 절차에 
따라 대관 신청을 하여야 하며, 신청방법은 온라인 예약시스템 신청을 원칙으로 하되, 
보완 수단으로 이메일, 우편, 방문 등의 방법으로 신청할 수 있다. 단, 온라인 예약
시스템 접수는 예약시스템 구축 시까지 유예한다.
② 대관신청 시 대관 기간은 작품 설치를 위한 준비 기간과 작품 철수 기간을 포함하여 
최소 5일 이상 대관을 원칙으로 한다.
③ 1항의 대관 신청에 필요한 자료는 다음과 같다",대관신청
전시실 대관 규정,제7조,대관심의,"① 예울마루는 대관 심의의 공정성을 기하기 위하여 대관심의위원회(이하 “심의위원회"")
를 별도로 구성하여 대관신청을 심의한다. 다만, 경합이 없는 수시대관 등은 심의위
원회를 거치지 아니하고 전시 일정 및 예울마루의 사정을 감안하여 담당 팀장과 관
장이 결정한다.
② 심의위원회는 예울마루 내부인(관장, 팀장)과 외부인(문화예술분야에 대한 전문지식과 
경험이 풍부한 사람)으로 최소 5인 이상 구성하고 외부인을 50% 이상으로 하며, 
위원장은 예울마루 관장으로 한다.
③ 심의위원회는 다음의 기준으로 심의한다. 
1.지역의 문화예술 발전과 국제화에 이바지할 수 있는 경우
2.정기적인 문화예술 활동 실적이 많은 신청인의 경우
3.전업 작가의 대관을 경우 
4.전시실 운영의 효율성을 증대시킬 수 있는 경우
5.신진 예술가, 단체나 사회적 약자가 신청할 경우
제출서류서식비고
전시실 대관 신청서서식 제1호 필수
전시 계획서서식 제2호 필수
개인 정보 수집·활용 동의서서식 제3호 필수
부대장비 사용 신청서서식 제4호 해당 신청인 
대관 변경 신청서서식 제5호 해당 신청인 

④ 위원회 회의는 재적위원 3분의 2 이상의 출석 으로 개회하고 출석위원 과반수의 찬
성으로 의결하며 위원회의 운영에 필요한 그 밖의 사항은 위원회에서 정한다.
⑤ 위원이 다음 각 호의 어느 하나에 해당하는 경우 에는 위원회의 심의·의결에서 제척
된다.
  1. 심의 대상과 관련하여 이해당사자이거나 이해 당사기관의 소속된 자 인 경우
  2. 위원이 해당 사안의 신청인과 친족관계에 있거나 있었던 경우
  3. 기타 공정한 심의를 수행할 수 없다고 판단될 경우
⑥ 해당 안건의 당사자는 위원에게 공정한 심의·의결을 기대하기 어려운 사정이 있는 
경우에는 위원회에 기피 신청을 할 수 있고, 위원회는 이를 결정한다. 이 경우 기피
신청의 대상인 위원은 그 의결에 참여하지 못한다.
⑦ 위원이 제5항 각 호에 따른 제척사유에 해당하는 경우에는 스스로 해당 안건의 심
의·의결에서 회피 하여야 한다.
⑧ 위원이 제5항 각 호의 어느 하나에 해당하는 데 에도 불구하고 회피하지 아니한 경우 
위원회의 의결을 거쳐 해촉할 수 있다.
⑨ 외부인이 심의위원회에 참석하는 경우 교통비 등 소정의 비용을 지급할 수 있다.
⑩ 심의 시 회의록을 작성하여 보관하며, 심의 결과는 공개한다.",대관심의
